日期,平均氣溫(℃),溫差(℃),平均相對溼度(%),日照時數(小時),降水時數(小時),日累積降水量(mm)
2015-06-20,31.0,5.9,69.0,11.6,0.0,0.0
2015-06-21,30.5,6.0,72.0,10.8,0.0,0.0
2015-06-22,31.1,6.9,69.0,10.7,0.0,0.0
2015-06-23,30.5,7.1,72.0,10.0,0.1,0.0
2015-06-24,30.9,5.9,71.0,9.2,0.0,0.0
2015-06-25,30.6,7.0,77.0,10.2,1.0,12.0
2015-06-26,31.1,5.9,75.0,11.4,0.0,0.0
2015-06-27,30.8,6.2,78.0,10.7,0.8,7.0
2015-06-28,31.0,5.2,75.0,10.9,0.0,0.0
2015-06-29,30.8,5.5,75.0,10.1,0.0,0.0
2015-06-30,30.9,5.7,73.0,11.0,0.0,0.0
2015-07-01,30.8,5.8,76.0,7.1,0.2,4.0
2015-07-02,30.6,4.6,80.0,7.5,1.1,4.5
2015-07-03,30.7,5.6,76.0,11.0,0.0,0.0
2015-07-04,30.7,5.7,75.0,8.3,0.0,0.0
2015-07-05,29.7,6.9,81.0,5.5,0.8,2.0
2015-07-06,28.8,5.0,84.0,1.6,0.4,1.0
2015-07-07,27.9,4.4,89.0,0.9,5.4,15.0
2015-07-08,27.0,2.4,93.0,0.0,11.9,19.0
2015-07-09,29.4,6.1,81.0,9.0,0.0,0.0
2015-07-10,28.8,4.3,79.0,2.5,0.0,0.0
2015-07-11,29.2,4.0,82.0,4.0,0.5,1.0
2015-07-12,29.2,4.6,84.0,4.5,0.6,2.5
2015-07-13,29.0,6.3,84.0,8.0,1.7,9.0
2015-07-14,29.7,6.7,75.0,10.0,0.0,0.0
2015-07-15,29.6,5.1,77.0,10.0,0.0,0.0
2015-07-16,30.2,6.3,74.0,6.8,0.0,0.0
2015-07-17,30.5,6.4,72.0,11.4,0.0,0.0
2015-07-18,29.1,6.5,82.0,3.6,3.5,9.5
2015-07-19,26.8,4.3,92.0,1.4,9.5,35.0
2015-07-20,27.7,6.3,85.0,0.7,5.5,67.0
2015-07-21,29.6,6.1,69.0,8.9,0.0,0.0
2015-07-22,27.3,6.9,82.0,1.6,6.1,38.0
2015-07-23,28.6,5.8,78.0,6.2,0.0,0.0
2015-07-24,28.8,5.1,76.0,9.9,0.0,0.0
2015-07-25,29.1,5.2,79.0,9.7,0.0,0.0
2015-07-26,29.6,5.5,78.0,8.9,0.0,0.0
2015-07-27,28.3,8.4,80.0,6.3,2.1,16.5
2015-07-28,27.8,6.9,75.0,5.0,1.7,1.0
2015-07-29,28.9,6.5,73.0,6.5,0.0,0.0
2015-07-30,29.3,6.0,73.0,12.2,0.0,0.0
2015-07-31,29.8,6.0,73.0,11.2,0.0,0.0
2015-08-01,29.7,4.9,75.0,8.6,0.1,0.0
2015-08-02,30.1,5.4,72.0,10.2,0.0,0.0
2015-08-03,30.1,6.2,69.0,12.2,0.0,0.0
2015-08-04,30.2,7.4,68.0,11.9,0.0,0.0
2015-08-05,29.8,5.7,68.0,11.7,0.0,0.0
2015-08-06,30.0,5.6,72.0,9.1,0.0,0.0
2015-08-07,30.1,6.9,76.0,4.1,0.0,0.0
2015-08-08,25.3,5.3,95.0,0.0,18.8,151.5
2015-08-09,26.7,6.1,93.0,0.0,11.3,126.0
2015-08-10,29.1,6.3,80.0,10.1,0.0,0.0
2015-08-11,29.4,6.1,79.0,11.5,0.0,0.0
2015-08-12,29.1,5.5,80.0,8.6,0.2,0.0
2015-08-13,28.2,8.1,81.0,3.7,1.5,13.5
2015-08-14,28.3,7.0,82.0,5.9,2.6,16.5
2015-08-15,28.6,6.3,79.0,3.4,0.7,1.0
2015-08-16,28.7,5.7,82.0,4.4,0.5,5.5
2015-08-17,27.7,5.8,83.0,1.0,5.1,16.5
2015-08-18,29.1,6.5,78.0,4.2,0.0,0.0
2015-08-19,29.0,5.7,80.0,5.9,0.0,0.0
2015-08-20,29.3,5.8,79.0,7.1,0.0,0.0
2015-08-21,30.3,5.5,77.0,8.2,0.0,0.0
2015-08-22,30.1,5.7,79.0,3.0,0.0,0.0
2015-08-23,29.1,4.3,84.0,2.5,0.3,1.5
2015-08-24,29.3,6.8,80.0,3.5,1.7,4.5
2015-08-25,27.8,6.6,86.0,3.4,4.5,25.6
2015-08-26,26.6,4.9,92.0,0.1,8.9,56.5
2015-08-27,26.1,4.6,92.0,0.5,8.4,25.5
2015-08-28,25.7,5.0,89.0,0.0,7.0,20.5
2015-08-29,24.6,3.6,91.0,0.0,10.8,89.0
2015-08-30,25.3,3.0,88.0,0.0,8.4,39.5
2015-08-31,25.8,4.0,87.0,0.9,4.8,36.5
2015-09-01,28.0,7.2,79.0,2.7,0.0,0.0
2015-09-02,28.6,6.0,78.0,8.6,1.0,0.5
2015-09-03,29.4,6.6,72.0,7.3,0.0,0.0
2015-09-04,29.5,5.9,75.0,9.8,0.0,0.0
2015-09-05,29.3,5.5,76.0,8.6,0.0,0.0
2015-09-06,29.5,5.1,79.0,8.9,0.0,0.0
2015-09-07,26.5,4.3,90.0,0.0,8.1,49.5
2015-09-08,27.8,6.1,81.0,3.3,0.0,0.0
2015-09-09,28.5,6.7,74.0,8.9,0.0,0.0
2015-09-10,27.9,5.7,73.0,6.4,0.0,0.0
2015-09-11,28.2,5.6,68.0,10.2,0.0,0.0
2015-09-12,28.8,5.5,67.0,8.7,0.0,0.0
2015-09-13,28.8,6.4,69.0,9.2,0.0,0.0
2015-09-14,28.9,5.9,70.0,8.6,0.1,0.0
2015-09-15,29.4,6.2,72.0,7.1,0.0,0.0
2015-09-16,29.0,5.5,75.0,5.6,0.0,0.0
2015-09-17,28.7,5.4,74.0,9.4,0.0,0.0
2015-09-18,28.1,6.9,70.0,9.6,0.0,0.0
2015-09-19,28.1,6.1,69.0,9.5,0.0,0.0
2015-09-20,28.3,5.2,71.0,6.9,0.0,0.0
2015-09-21,27.5,6.5,80.0,2.6,1.7,26.0
2015-09-22,28.7,6.3,78.0,7.1,0.0,0.0
2015-09-23,29.0,6.9,75.0,10.4,0.0,0.0
2015-09-24,29.2,5.2,78.0,9.0,0.0,0.0
2015-09-25,29.5,5.4,76.0,6.2,0.0,0.0
2015-09-26,29.3,7.3,71.0,10.1,0.0,0.0
2015-09-27,26.9,5.1,69.0,4.8,0.0,0.0
2015-09-28,25.7,2.7,90.0,0.0,12.8,45.5
2015-09-29,27.1,4.8,90.0,0.0,8.6,70.5
2015-09-30,29.2,7.1,77.0,6.9,0.0,0.0
2015-10-01,29.0,5.7,81.0,7.4,0.0,0.0
2015-10-02,28.7,6.5,80.0,6.9,0.0,0.0
2015-10-03,28.4,6.8,81.0,9.1,0.0,0.0
2015-10-04,28.6,6.4,80.0,10.2,0.0,0.0
2015-10-05,28.8,5.4,79.0,10.0,0.0,0.0
2015-10-06,28.7,5.2,77.0,8.1,0.0,0.0
2015-10-07,28.3,4.8,77.0,8.8,0.0,0.0
2015-10-08,28.3,6.1,74.0,7.8,0.0,0.0
2015-10-09,27.2,6.5,80.0,5.9,1.6,13.5
2015-10-10,26.9,7.2,74.0,5.3,0.0,0.0
2015-10-11,25.5,7.4,68.0,5.9,0.0,0.0
2015-10-12,25.3,7.2,69.0,2.6,0.0,0.0
2015-10-13,26.2,6.2,69.0,4.6,0.0,0.0
2015-10-14,24.9,7.5,67.0,9.4,0.0,0.0
2015-10-15,25.1,8.5,69.0,8.7,0.0,0.0
2015-10-16,25.9,8.6,71.0,9.0,0.0,0.0
2015-10-17,26.2,8.0,71.0,9.0,0.0,0.0
2015-10-18,25.5,8.3,72.0,7.3,0.0,0.0
2015-10-19,26.2,7.1,77.0,2.3,0.0,0.0
2015-10-20,26.3,3.5,88.0,0.0,4.6,2.5
2015-10-21,25.4,1.7,93.0,0.0,7.1,5.5
2015-10-22,25.7,4.7,89.0,0.0,2.2,9.5
2015-10-23,26.3,6.4,83.0,3.1,0.0,0.0
2015-10-24,27.2,6.7,82.0,7.2,0.0,0.0
2015-10-25,27.5,5.4,79.0,5.6,0.0,0.0
2015-10-26,26.8,3.9,80.0,4.0,0.0,0.0
2015-10-27,27.0,5.2,75.0,9.0,0.0,0.0
2015-10-28,26.7,5.4,74.0,7.8,0.0,0.0
2015-10-29,26.5,6.5,78.0,6.8,0.0,0.0
2015-10-30,26.8,7.3,74.0,9.0,0.0,0.0
2015-10-31,25.3,7.1,78.0,7.4,0.0,0.0
2015-11-01,24.8,6.1,75.0,0.9,0.0,0.0
2015-11-02,24.1,6.9,73.0,6.7,0.0,0.0
2015-11-03,24.7,8.8,74.0,9.1,0.0,0.0
2015-11-04,26.0,6.0,80.0,7.0,0.0,0.0
2015-11-05,25.9,5.4,83.0,2.9,0.0,0.0
2015-11-06,26.2,5.2,83.0,5.5,0.0,0.0
2015-11-07,26.8,6.3,80.0,9.9,0.0,0.0
2015-11-08,27.2,5.3,79.0,7.8,0.0,0.0
2015-11-09,26.7,7.7,79.0,6.6,0.0,0.0
2015-11-10,25.1,7.9,74.0,6.2,0.0,0.0
2015-11-11,24.9,8.9,72.0,4.9,0.0,0.0
2015-11-12,26.0,7.0,76.0,8.6,0.0,0.0
2015-11-13,26.6,6.9,78.0,8.0,0.0,0.0
2015-11-14,26.4,5.6,77.0,4.7,0.7,4.5
2015-11-15,26.4,7.7,77.0,8.0,0.0,0.0
2015-11-16,26.5,6.4,77.0,8.6,0.0,0.0
2015-11-17,27.3,8.1,73.0,10.2,0.0,0.0
2015-11-18,27.7,7.1,75.0,9.8,0.0,0.0
2015-11-19,26.5,7.0,79.0,6.2,0.0,0.0
2015-11-20,25.9,7.1,79.0,6.2,0.0,0.0
2015-11-21,25.6,3.6,81.0,1.7,0.1,0.0
2015-11-22,25.6,6.7,80.0,8.5,0.0,0.0
2015-11-23,25.5,6.4,80.0,7.2,0.0,0.0
2015-11-24,24.6,6.7,76.0,4.6,0.0,0.0
2015-11-25,23.5,8.3,71.0,8.2,0.0,0.0
2015-11-26,19.0,6.5,56.0,4.9,0.0,0.0
2015-11-27,18.5,9.8,55.0,9.7,0.0,0.0
2015-11-28,21.5,8.3,62.0,8.1,0.0,0.0
2015-11-29,23.1,8.1,72.0,6.3,0.0,0.0
2015-11-30,23.0,8.6,76.0,9.2,0.0,0.0
2015-12-01,23.5,8.2,76.0,10.0,0.0,0.0
2015-12-02,23.1,7.4,80.0,9.9,0.0,0.0
2015-12-03,22.2,6.5,71.0,5.8,0.0,0.0
2015-12-04,21.7,8.5,65.0,9.4,0.0,0.0
2015-12-05,21.8,7.4,73.0,2.4,0.0,0.0
2015-12-06,20.8,7.4,74.0,6.1,0.0,0.0
2015-12-07,20.3,4.7,76.0,0.0,1.5,2.5
2015-12-08,21.7,8.4,73.0,9.0,0.0,0.0
2015-12-09,22.4,7.3,79.0,3.3,1.2,1.0
2015-12-10,21.0,6.1,82.0,3.3,7.2,10.0
2015-12-11,20.9,7.2,75.0,9.8,0.0,0.0
2015-12-12,21.5,7.6,76.0,7.1,0.0,0.0
2015-12-13,22.1,8.2,79.0,9.9,0.0,0.0
2015-12-14,22.3,6.3,81.0,9.6,0.0,0.0
2015-12-15,20.1,6.7,78.0,4.6,0.0,0.0
2015-12-16,16.5,6.5,66.0,4.6,0.0,0.0
2015-12-17,14.2,6.1,58.0,8.2,0.0,0.0
2015-12-18,16.5,10.4,63.0,8.0,0.0,0.0
2015-12-19,18.3,10.5,73.0,9.8,0.0,0.0
2015-12-20,19.5,4.6,82.0,0.1,0.0,0.0
2015-12-21,21.4,7.9,81.0,7.5,0.0,0.0
2015-12-22,21.4,7.0,85.0,6.6,0.0,0.0
2015-12-23,23.8,10.3,76.0,9.5,0.0,0.0
2015-12-24,24.2,9.5,79.0,4.9,0.0,0.0
2015-12-25,21.0,6.5,81.0,5.1,0.0,0.0
2015-12-26,19.4,6.8,76.0,2.8,0.0,0.0
2015-12-27,20.3,8.7,76.0,7.1,0.0,0.0
2015-12-28,18.4,7.8,71.0,8.9,0.0,0.0
2015-12-29,18.6,7.7,69.0,7.7,0.0,0.0
2015-12-30,18.7,7.2,75.0,7.1,0.0,0.0
2015-12-31,18.3,9.0,72.0,9.5,0.0,0.0
2016-01-01,18.7,9.6,73.0,9.4,0.0,0.0
2016-01-02,19.3,4.3,87.0,1.3,6.8,3.0
2016-01-03,19.2,1.8,96.0,0.0,18.7,102.0
2016-01-04,21.4,6.4,93.0,1.4,0.0,0.0
2016-01-05,23.0,6.2,85.0,7.4,0.0,0.0
2016-01-06,21.2,8.0,85.0,5.4,0.8,0.5
2016-01-07,19.2,6.2,78.0,4.3,0.0,0.0
2016-01-08,18.4,6.6,79.0,5.9,2.3,2.5
2016-01-09,17.9,8.8,77.0,9.4,0.0,0.0
2016-01-10,18.6,7.8,82.0,5.7,0.0,0.0
2016-01-11,18.3,5.9,91.0,0.0,2.7,2.9
2016-01-12,18.3,6.0,81.0,4.7,0.0,0.0
2016-01-13,16.0,5.2,84.0,1.0,4.8,1.5
2016-01-14,15.9,7.7,80.0,5.2,0.0,0.0
2016-01-15,15.8,2.2,90.0,0.0,8.4,3.5
2016-01-16,18.9,9.7,83.0,7.1,0.5,0.5
2016-01-17,19.1,2.8,93.0,0.1,6.7,4.0
2016-01-18,16.6,7.0,76.0,7.9,0.3,0.0
2016-01-19,16.8,7.1,76.0,3.9,0.0,0.0
2016-01-20,17.0,8.0,78.0,3.5,0.0,0.0
2016-01-21,18.6,7.4,82.0,4.3,0.0,0.0
2016-01-22,18.0,8.1,83.0,4.3,1.6,3.0
2016-01-23,12.3,7.0,83.0,0.0,0.7,1.0
2016-01-24,6.6,4.3,75.0,0.0,3.2,2.0
2016-01-25,9.1,7.6,62.0,1.5,0.0,0.0
2016-01-26,14.0,12.1,69.0,9.3,0.0,0.0
2016-01-27,17.5,8.1,81.0,2.9,3.4,1.0
2016-01-28,18.3,7.7,88.0,2.2,6.5,3.5
2016-01-29,17.9,4.5,93.0,0.0,9.7,39.0
2016-01-30,17.9,5.3,91.0,0.1,0.8,1.0
2016-01-31,17.5,8.6,84.0,5.6,0.0,0.0
2016-02-01,16.6,7.6,81.0,5.2,0.0,0.0
2016-02-02,14.1,3.6,82.0,0.0,0.0,0.0
2016-02-03,15.6,6.8,81.0,5.4,0.0,0.0
2016-02-04,16.8,6.3,85.0,6.6,0.1,0.0
2016-02-05,15.7,6.6,85.0,4.9,4.3,5.5
2016-02-06,12.8,5.6,62.0,4.7,0.0,0.0
2016-02-07,12.6,9.7,57.0,10.2,0.0,0.0
2016-02-08,14.4,11.4,51.0,10.5,0.0,0.0
2016-02-09,16.4,10.5,62.0,10.4,0.0,0.0
2016-02-10,17.8,9.2,66.0,0.0,0.0,0.0
2016-02-11,20.7,10.5,76.0,5.2,1.4,10.5
2016-02-12,23.0,7.0,89.0,1.3,2.9,22.0
2016-02-13,25.1,9.5,76.0,10.5,0.0,0.0
2016-02-14,22.5,13.9,72.0,7.8,0.0,0.0
2016-02-15,13.3,5.2,74.0,0.1,0.0,0.0
2016-02-16,13.6,2.7,73.0,0.0,0.0,0.0
2016-02-17,16.4,7.0,71.0,1.7,0.0,0.0
2016-02-18,17.8,7.3,81.0,3.0,0.0,0.0
2016-02-19,19.2,8.0,81.0,8.1,0.0,0.0
2016-02-20,16.6,5.4,70.0,1.9,0.0,0.0
2016-02-21,17.8,7.8,68.0,1.8,0.0,0.0
2016-02-22,20.0,9.1,75.0,8.5,0.0,0.0
2016-02-23,18.4,9.0,77.0,6.6,0.0,0.0
2016-02-24,16.2,4.8,77.0,0.7,0.1,0.0
2016-02-25,17.1,6.5,74.0,1.0,0.0,0.0
2016-02-26,17.6,6.1,76.0,4.0,0.0,0.0
2016-02-27,17.1,6.8,82.0,5.1,0.0,0.0
2016-02-28,18.9,10.4,79.0,9.6,0.0,0.0
2016-02-29,19.2,9.7,69.0,10.5,0.0,0.0
2016-03-01,17.5,10.5,62.0,10.3,0.0,0.0
2016-03-02,18.3,7.4,70.0,9.5,0.0,0.0
2016-03-03,19.4,8.9,69.0,2.2,0.0,0.0
2016-03-04,21.8,6.9,64.0,2.2,0.0,0.0
2016-03-05,23.1,9.7,68.0,7.5,0.0,0.0
2016-03-06,23.7,8.2,70.0,9.3,0.0,0.0
2016-03-07,22.8,8.8,78.0,5.7,0.0,0.0
2016-03-08,24.5,5.5,76.0,8.1,0.0,0.0
2016-03-09,22.4,8.5,80.0,1.5,0.5,0.0
2016-03-10,14.7,6.3,91.0,0.0,7.9,16.5
2016-03-11,12.8,3.1,94.0,0.0,5.8,13.0
2016-03-12,17.6,8.9,82.0,1.2,0.0,0.0
2016-03-13,20.6,7.2,85.0,0.5,0.2,2.5
2016-03-14,16.1,3.9,86.0,0.0,1.3,1.5
2016-03-15,15.6,2.6,90.0,0.0,0.4,0.0
2016-03-16,19.9,10.1,81.0,5.3,0.0,0.0
2016-03-17,21.7,9.2,82.0,5.3,0.0,0.0
2016-03-18,24.9,9.4,83.0,8.5,0.0,0.0
2016-03-19,24.4,5.9,85.0,3.8,0.0,0.0
2016-03-20,22.2,6.7,84.0,1.9,0.0,0.0
2016-03-21,19.5,5.8,86.0,0.3,3.8,8.5
2016-03-22,20.7,6.2,88.0,2.3,2.1,2.5
2016-03-23,20.9,8.9,92.0,0.4,5.4,39.0
2016-03-24,14.4,5.2,91.0,0.0,4.0,2.5
2016-03-25,12.6,3.1,94.0,0.0,10.8,10.5
2016-03-26,16.1,11.1,64.0,11.2,0.0,0.0
2016-03-27,16.3,8.0,64.0,7.8,0.0,0.0
2016-03-28,17.5,12.1,57.0,11.2,0.0,0.0
2016-03-29,20.3,10.7,59.0,4.2,0.0,0.0
2016-03-30,22.9,11.2,66.0,9.4,0.0,0.0
2016-03-31,24.3,6.8,76.0,4.5,0.0,0.0
2016-04-01,23.7,6.0,79.0,1.7,0.0,0.0
2016-04-02,24.8,7.6,78.0,8.1,0.0,0.0
2016-04-03,25.8,6.8,78.0,6.6,0.0,0.0
2016-04-04,26.0,6.5,77.0,6.9,0.0,0.0
2016-04-05,25.8,7.7,76.0,7.5,0.0,0.0
2016-04-06,27.3,7.4,73.0,10.8,0.0,0.0
2016-04-07,27.9,5.8,78.0,10.8,0.0,0.0
2016-04-08,27.2,6.6,77.0,11.0,0.0,0.0
2016-04-09,26.2,8.4,75.0,8.1,0.0,0.0
2016-04-10,25.9,9.0,77.0,2.0,4.9,16.5
2016-04-11,23.8,6.7,87.0,1.8,6.8,16.0
2016-04-12,25.0,8.5,81.0,5.2,1.7,2.5
2016-04-13,25.1,6.1,86.0,2.5,6.2,10.0
2016-04-14,25.1,6.8,87.0,0.8,8.9,35.0
2016-04-15,24.8,5.7,90.0,1.2,5.0,47.5
2016-04-16,27.4,8.5,75.0,11.1,0.0,0.0
2016-04-17,28.0,5.8,73.0,10.5,0.0,0.0
2016-04-18,25.3,12.1,76.0,5.1,1.1,14.0
2016-04-19,23.9,9.8,77.0,7.4,0.0,0.0
2016-04-20,26.1,7.8,80.0,8.1,0.0,0.0
2016-04-21,28.2,6.9,80.0,10.6,0.0,0.0
2016-04-22,28.0,6.8,75.0,10.5,0.0,0.0
2016-04-23,28.0,6.1,77.0,7.9,0.0,0.0
2016-04-24,26.7,6.4,81.0,0.7,4.0,4.5
2016-04-25,27.9,6.7,75.0,3.4,0.0,0.0
2016-04-26,28.2,6.1,77.0,10.2,0.0,0.0
2016-04-27,27.9,5.8,76.0,4.8,0.0,0.0
2016-04-28,28.2,6.4,73.0,7.4,0.0,0.0
2016-04-29,25.9,8.4,61.0,8.7,0.0,0.0
2016-04-30,26.0,6.8,66.0,4.7,0.0,0.0
2016-05-01,26.0,6.5,72.0,2.1,0.0,0.0
2016-05-02,27.9,6.0,77.0,4.4,0.0,0.0
2016-05-03,28.4,5.7,77.0,10.2,0.0,0.0
2016-05-04,28.7,6.2,73.0,9.8,0.0,0.0
2016-05-05,29.2,6.2,74.0,8.2,0.0,0.0
2016-05-06,29.3,5.8,77.0,11.7,0.0,0.0
2016-05-07,29.5,5.7,77.0,11.7,0.0,0.0
2016-05-08,29.8,5.6,76.0,10.3,0.0,0.0
2016-05-09,29.9,6.9,74.0,10.8,0.0,0.0
2016-05-10,28.6,8.4,78.0,4.3,1.9,17.0
2016-05-11,26.1,4.3,84.0,0.2,3.0,7.0
2016-05-12,27.9,8.0,77.0,8.8,0.0,0.0
2016-05-13,28.9,6.8,72.0,7.7,0.0,0.0
2016-05-14,28.7,6.6,75.0,7.7,0.0,0.0
2016-05-15,29.1,7.5,71.0,11.2,0.0,0.0
2016-05-16,27.1,9.3,73.0,4.2,0.0,0.0
2016-05-17,25.0,9.4,72.0,6.1,0.0,0.0
2016-05-18,26.3,10.5,73.0,11.1,0.0,0.0
2016-05-19,27.8,8.3,72.0,10.0,0.0,0.0
2016-05-20,28.0,6.1,75.0,1.2,0.0,0.0
2016-05-21,26.4,2.5,87.0,0.0,9.2,6.6
2016-05-22,27.0,6.2,84.0,1.4,3.8,23.5
2016-05-23,27.4,5.9,87.0,5.3,2.9,29.5
2016-05-24,27.4,5.5,88.0,3.0,2.1,3.0
2016-05-25,28.5,6.1,77.0,8.4,0.0,0.0
2016-05-26,29.6,7.0,73.0,11.1,0.0,0.0
2016-05-27,31.0,7.1,69.0,12.6,0.0,0.0
2016-05-28,30.3,5.9,73.0,11.9,0.0,0.0
2016-05-29,29.8,5.0,79.0,9.9,0.1,0.2
2016-05-30,30.0,5.0,79.0,7.2,0.2,0.5
2016-05-31,30.4,5.5,76.0,12.1,0.0,0.0
2016-06-01,30.3,5.4,76.0,10.9,0.0,0.0
2016-06-02,29.9,4.7,79.0,4.7,0.3,0.5
2016-06-03,30.1,6.2,80.0,10.0,2.0,4.5
2016-06-04,30.3,4.7,78.0,10.9,0.1,1.5
2016-06-05,29.4,8.0,79.0,6.6,2.1,14.5
2016-06-06,28.7,5.7,79.0,4.5,0.4,0.5
2016-06-07,29.1,6.3,78.0,9.7,0.5,7.5
2016-06-08,28.9,6.2,78.0,7.3,0.0,0.0
2016-06-09,28.2,5.6,81.0,2.1,1.1,13.0
2016-06-10,25.8,2.3,92.0,0.0,15.4,44.0
2016-06-11,25.2,2.3,94.0,0.0,16.8,137.0
2016-06-12,26.3,5.1,90.0,1.1,7.3,46.0
2016-06-13,25.6,4.4,92.0,0.0,10.7,89.5
2016-06-14,28.3,7.0,85.0,6.1,1.8,6.0
2016-06-15,29.1,6.3,85.0,7.8,1.1,4.5
2016-06-16,29.4,6.1,84.0,8.5,3.3,6.0
2016-06-17,29.7,6.0,80.0,11.7,0.0,0.0
2016-06-18,30.2,6.0,77.0,11.9,0.0,0.0
2016-06-19,29.9,7.2,76.0,6.5,0.9,1.5
2016-06-20,29.6,6.8,72.0,8.9,0.0,0.0
2016-06-21,30.0,6.7,73.0,10.1,0.0,0.0
2016-06-22,30.7,5.6,74.0,12.3,0.0,0.0
2016-06-23,30.3,5.7,76.0,8.7,0.0,0.0
2016-06-24,30.7,5.9,73.0,10.9,0.0,0.0
2016-06-25,30.9,5.5,75.0,12.4,0.0,0.0
2016-06-26,30.8,5.4,74.0,7.0,0.0,0.0
2016-06-27,31.2,6.4,72.0,9.9,0.0,0.0
2016-06-28,31.6,6.2,69.0,9.3,0.0,0.0
2016-06-29,31.1,5.8,71.0,11.5,0.0,0.0
2016-06-30,30.4,6.5,73.0,10.3,0.0,0.0
2016-07-01,30.7,6.4,71.0,8.7,0.0,0.0
2016-07-02,31.1,6.1,71.0,10.4,0.0,0.0
2016-07-03,30.5,5.9,76.0,8.2,0.3,1.0
2016-07-04,30.6,6.9,71.0,10.7,0.0,0.0
2016-07-05,30.9,7.2,68.0,6.7,0.0,0.0
2016-07-06,30.8,5.4,71.0,8.9,0.0,0.0
2016-07-07,30.7,6.0,71.0,4.3,0.0,0.0
2016-07-08,27.1,4.9,90.0,0.0,13.6,155.0
2016-07-09,27.9,4.5,91.0,0.0,9.1,22.5
2016-07-10,27.0,3.9,90.0,0.1,6.0,27.0
2016-07-11,26.2,3.2,93.0,0.8,9.2,117.5
2016-07-12,26.9,5.8,92.0,1.8,4.6,31.5
2016-07-13,29.3,7.8,78.0,10.2,0.0,0.0
2016-07-14,30.1,5.7,77.0,11.4,0.0,0.0
2016-07-15,30.1,5.8,78.0,8.4,0.0,0.0
2016-07-16,30.5,6.0,77.0,10.5,0.0,0.0
2016-07-17,30.4,4.9,77.0,6.1,0.0,0.0
2016-07-18,29.5,7.3,73.0,8.7,0.0,0.0
2016-07-19,29.8,6.3,71.0,6.6,0.0,0.0
2016-07-20,30.1,6.4,72.0,11.2,0.0,0.0
2016-07-21,30.7,7.0,71.0,12.1,0.0,0.0
2016-07-22,30.9,5.2,70.0,10.0,0.0,0.0
2016-07-23,30.5,6.2,68.0,11.7,0.0,0.0
2016-07-24,30.8,5.7,70.0,10.3,0.5,0.5
2016-07-25,31.3,5.8,67.0,7.7,0.3,0.0
2016-07-26,31.2,6.0,66.0,12.0,0.0,0.0
2016-07-27,31.0,6.2,70.0,12.3,0.0,0.0
2016-07-28,30.6,6.1,72.0,11.0,0.0,0.0
2016-07-29,30.3,6.3,71.0,9.4,0.0,0.0
2016-07-30,30.0,7.3,73.0,7.4,1.9,5.0
2016-07-31,29.8,8.0,78.0,8.5,2.3,14.0
2016-08-01,28.6,3.0,80.0,1.2,4.5,2.5
2016-08-02,30.4,7.8,70.0,10.2,0.0,0.0
2016-08-03,30.0,5.7,74.0,8.7,1.5,4.5
2016-08-04,30.6,6.3,74.0,10.4,0.3,0.5
2016-08-05,30.4,5.2,72.0,11.9,0.0,0.0
2016-08-06,30.3,5.4,77.0,5.7,0.0,0.0
2016-08-07,30.0,6.2,77.0,8.2,0.7,5.5
2016-08-08,30.2,6.9,77.0,7.1,0.1,0.5
2016-08-09,29.6,5.4,77.0,3.5,0.0,0.0
2016-08-10,29.3,7.3,75.0,5.1,0.7,0.5
2016-08-11,28.5,7.2,81.0,1.1,2.2,5.0
2016-08-12,27.0,3.8,89.0,0.0,12.0,22.5
2016-08-13,26.5,1.5,89.0,0.0,5.6,4.0
2016-08-14,28.5,6.5,81.0,3.5,0.2,0.0
2016-08-15,29.1,5.9,75.0,3.7,0.0,0.0
2016-08-16,27.2,6.8,84.0,1.8,4.0,12.5
2016-08-17,27.7,5.9,85.0,2.1,2.5,6.0
2016-08-18,28.8,6.5,82.0,2.9,1.5,4.0
2016-08-19,28.0,8.5,83.0,7.9,3.0,5.5
2016-08-20,29.4,7.4,75.0,11.8,0.0,0.0
2016-08-21,29.9,6.1,73.0,9.8,0.0,0.0
2016-08-22,30.4,5.9,74.0,9.0,0.0,0.0
2016-08-23,30.3,5.2,76.0,9.5,0.0,0.0
2016-08-24,30.2,5.2,78.0,8.0,0.1,0.0
2016-08-25,30.1,4.8,77.0,7.3,0.0,0.0
2016-08-26,30.3,4.6,77.0,6.9,0.0,0.0
2016-08-27,30.5,6.6,74.0,9.1,0.0,0.0
2016-08-28,30.3,6.5,75.0,6.6,0.0,0.0
2016-08-29,28.9,7.2,80.0,4.0,1.5,18.0
2016-08-30,28.3,6.7,71.0,0.7,0.0,0.0
2016-08-31,28.9,7.4,67.0,9.8,0.0,0.0
2016-09-01,29.2,6.9,70.0,7.9,0.0,0.0
2016-09-02,26.2,3.6,90.0,0.0,9.8,124.0
2016-09-03,27.6,6.2,88.0,1.1,1.8,5.5
2016-09-04,28.1,5.7,86.0,1.8,5.3,7.5
2016-09-05,28.4,5.9,84.0,4.4,2.4,6.0
2016-09-06,25.7,3.7,92.0,0.2,15.3,250.0
2016-09-07,25.0,5.8,94.0,0.5,17.7,130.5
2016-09-08,26.4,6.1,85.0,2.0,4.5,12.0
2016-09-09,28.5,7.3,78.0,5.7,0.0,0.0
2016-09-10,28.9,6.1,78.0,9.7,0.0,0.0
